ASN,CC,IP,numberOfIPs,abusePercent
133003,Unknown,1,1530,0.00065359477124183
133007,Unknown,2,1275,0.001568627450980392
133011,Unknown,3,1785,0.0016806722689075633
13303,RS,1,65280,1.5318627450980392e-05
133034,BD,2,1020,0.0019607843137254897
133066,AF,1,1785,0.0005602240896358543
13307,UA,1,7914,0.00012635835228708617
133070,KH,1027,4588,0.22384481255449
133076,AF,2,2040,0.0009803921568627449
133115,HK,34,34680,0.0009803921568627449
133118,CN,2,67065,2.9821814657421906e-05
133119,Unknown,10,141270,7.078643731860976e-05
133159,AU,5,11475,0.00043572984749455336
133177,MN,1,2040,0.0004901960784313724
133192,NZ,1,2040,0.0004901960784313724
133199,HK,12,16320,0.0007352941176470588
133201,HK,11,205020,5.365330211686665e-05
133222,Unknown,1021,14280,0.0714985994397759
133234,Unknown,1,3060,0.000326797385620915
133235,Unknown,1,1530,0.00065359477124183
133236,Unknown,1,510,0.0019607843137254897
133237,Unknown,16,2550,0.006274509803921568
133246,Unknown,6,3060,0.0019607843137254897
133248,Unknown,2,3060,0.00065359477124183
133255,Unknown,6,7140,0.0008403361344537817
133269,Unknown,2,2040,0.0009803921568627449
133272,Unknown,1,2040,0.0004901960784313724
133273,Unknown,1,1020,0.0009803921568627449
133275,Unknown,23,24480,0.0009395424836601306
133278,Unknown,8,7650,0.0010457516339869284
133279,Unknown,12,3315,0.0036199095022624436
133285,Unknown,1,1785,0.0005602240896358543
133287,Unknown,1,12240,8.169934640522875e-05
133295,Unknown,7,2550,0.0027450980392156863
133296,Unknown,2059,55335,0.0372097225987169
133297,Unknown,1,2040,0.0004901960784313724
133298,Unknown,3,5100,0.000588235294117647
133300,Unknown,2,1020,0.0019607843137254897
133301,Unknown,3,3570,0.0008403361344537817
133309,Unknown,1,2040,0.0004901960784313724
13331,US,2,7395,0.0002704530087897228
133311,Unknown,11,5355,0.002054154995331466
133315,Unknown,1,5100,0.000196078431372549
133317,Unknown,1,2040,0.0004901960784313724
13333,US,6,134130,4.4732721986132864e-05
133331,BD,4,1020,0.0039215686274509795
133334,PH,1,2040,0.0004901960784313724
13335,US,258,1439985,0.00017916853300555213
133352,Unknown,1,1020,0.0009803921568627449
133354,Unknown,1,1020,0.0009803921568627449
133356,Unknown,1,2040,0.0004901960784313724
133360,Unknown,4,1020,0.0039215686274509795
13337,US,1,16575,6.0331825037707385e-05
133374,BD,1,1275,0.000784313725490196
133380,HK,17,12750,0.0013333333333333333
133398,HK,85,9178,0.009261276966659402
133405,HK,9,15300,0.000588235294117647
133408,MY,1,1020,0.0009803921568627449
133410,BD,1,2550,0.000392156862745098
133414,AU,1,529380,1.8890022290226304e-06
133421,MY,1,6120,0.0001633986928104575
133443,BD,9,3825,0.002352941176470588
133450,BD,2,1020,0.0019607843137254897
133453,MN,3,1020,0.0029411764705882357
133457,AF,3,2040,0.0014705882352941176
133469,IN,4,4080,0.0009803921568627449
133476,JP,1,1020,0.0009803921568627449
133480,AU,3,6630,0.00045248868778280556
133481,TH,33,220320,0.0001497821350762527
133495,PK,1,2040,0.0004901960784313724
133524,MM,1,2040,0.0004901960784313724
13354,US,8,47765,0.00016748665340730662
133547,BD,1,2040,0.0004901960784313724
133557,NP,2,1020,0.0019607843137254897
133579,NZ,6,14280,0.00042016806722689084
133590,Unknown,1,3825,0.00026143790849673205
133593,Unknown,1,2040,0.0004901960784313724
133597,Unknown,3,2040,0.0014705882352941176
133605,BD,2,1785,0.0011204481792717086
133606,TL,1,6120,0.0001633986928104575
133612,AU,6,1361445,4.407082181064971e-06
133618,AU,8,1020,0.007843137254901959
133623,PH,1,2040,0.0004901960784313724
133638,IN,1,3060,0.000326797385620915
133647,Unknown,42,22185,0.0018931710615280595
133648,Unknown,6,6120,0.0009803921568627449
133651,Unknown,2,1020,0.0019607843137254897
133652,Unknown,3,2040,0.0014705882352941176
133660,Unknown,1,2550,0.000392156862745098
133661,Unknown,12,20910,0.0005738880918220947
133662,Unknown,2,2040,0.0009803921568627449
133664,Unknown,6,3315,0.0018099547511312216
133673,Unknown,3,1020,0.0029411764705882357
133674,Unknown,1,2040,0.0004901960784313724
133676,Unknown,1034,17085,0.06052092478782557
133678,Unknown,1,1020,0.0009803921568627449
13368,US,2,34935,5.7249177043080005e-05
133680,Unknown,2,3315,0.0006033182503770738
133685,Unknown,8,2040,0.0039215686274509795
133695,Unknown,5,5100,0.0009803921568627449
133699,Unknown,3,765,0.0039215686274509795
13370,US,5,37740,0.00013248542660307367
133706,Unknown,3,3060,0.0009803921568627449
133711,Unknown,1,3060,0.000326797385620915
133713,Unknown,1,5100,0.000196078431372549
133715,Unknown,6,6120,0.0009803921568627449
133720,Unknown,19,22440,0.0008467023172905526
133726,Unknown,1,510,0.0019607843137254897
133727,Unknown,1,1275,0.000784313725490196
133731,CN,1,10455,9.564801530368244e-05
133738,BD,2,1020,0.0019607843137254897
133752,HK,3574,9180,0.38932461873638347
133771,HK,1,22440,4.4563279857397496e-05
133774,CN,60,147645,0.00040638016864777003
133775,Unknown,18,67575,0.00026637069922308545
133778,PH,1,1530,0.00065359477124183
133779,HK,2,8160,0.00024509803921568627
133797,Unknown,2,2040,0.0009803921568627449
133798,Unknown,1,1785,0.0005602240896358543
13380,US,1,4080,0.00024509803921568627
133800,Unknown,3,8670,0.00034602076124567473
133802,Unknown,1,255,0.0039215686274509795
133811,Unknown,1,255,0.0039215686274509795
133814,Unknown,1,1020,0.0009803921568627449
133817,Unknown,1,1020,0.0009803921568627449
133819,Unknown,1,1275,0.000784313725490196
133821,Unknown,1,765,0.00130718954248366
133825,Unknown,2,255,0.007843137254901959
133826,Unknown,1,1020,0.0009803921568627449
133838,Unknown,4,1530,0.00261437908496732
133844,Unknown,1,255,0.0039215686274509795
133847,MY,1,32640,3.0637254901960784e-05
133854,BD,2,4845,0.000412796697626419
133866,BD,2,2550,0.000784313725490196
133874,MY,1,255,0.0039215686274509795
133882,SG,1,510,0.0019607843137254897
133888,TH,1,255,0.0039215686274509795
133894,AF,1,1275,0.000784313725490196
133938,BD,2,765,0.00261437908496732
133954,BD,1,2040,0.0004901960784313724
133955,HK,765,9435,0.08108108108108109
133964,Unknown,1,1020,0.0009803921568627449
133967,Unknown,1,1020,0.0009803921568627449
133968,Unknown,1,1020,0.0009803921568627449
133970,Unknown,1,510,0.0019607843137254897
133972,Unknown,1,1530,0.00065359477124183
133973,Unknown,2,5610,0.00035650623885917997
133977,Unknown,3,4080,0.0007352941176470588
133981,Unknown,2,1020,0.0019607843137254897
133982,Unknown,6,21420,0.00028011204481792715
133986,Unknown,30,510,0.05882352941176471
133989,Unknown,5,3570,0.0014005602240896359
133996,Unknown,1,765,0.00130718954248366
134000,Unknown,5,7140,0.0007002801120448178
134004,Unknown,1,5100,0.000196078431372549
134006,Unknown,13,5100,0.002549019607843137
134007,Unknown,4,6375,0.0006274509803921569
134008,Unknown,4,3315,0.001206636500754148
134009,Unknown,3,6630,0.00045248868778280556
134013,Unknown,3,1020,0.0029411764705882357
134014,Unknown,5,4080,0.0012254901960784314
134016,Unknown,1,1020,0.0009803921568627449
134021,Unknown,3,4845,0.0006191950464396285
134022,Unknown,5,3315,0.0015082956259426848
134026,Unknown,3,5610,0.0005347593582887701
134032,Unknown,7,5355,0.00130718954248366
134033,Unknown,11,8160,0.0013480392156862745
134034,Unknown,1,255,0.0039215686274509795
134040,Unknown,1,2040,0.0004901960784313724
134042,Unknown,15,4080,0.0036764705882352936
134053,Unknown,8,6630,0.001206636500754148
134055,Unknown,3,2040,0.0014705882352941176
134058,Unknown,2,2550,0.000784313725490196
134059,Unknown,3,2040,0.0014705882352941176
134067,AU,2,5100,0.000392156862745098
134078,SG,2,83385,2.3985129219883676e-05
134084,BD,1,2040,0.0004901960784313724
134094,TW,1,4590,0.00021786492374727668
134100,TH,2,1275,0.001568627450980392
134112,AF,2,1020,0.0019607843137254897
134113,BD,3,2040,0.0014705882352941176
134128,BD,8,4080,0.0019607843137254897
13414,US,6,40545,0.00014798372179060306
134141,AU,3,6630,0.00045248868778280556
134146,BD,1,2040,0.0004901960784313724
13415,US,4,49980,8.003201280512204e-05
134157,HK,1,7395,0.0001352265043948614
134166,TH,7,6375,0.0010980392156862745
134176,HK,1,5100,0.000196078431372549
134177,IN,2,2040,0.0009803921568627449
134180,BD,5,10200,0.0004901960784313724
134201,BD,3,2040,0.0014705882352941176
134202,MY,5,1785,0.0028011204481792717
134204,BD,1,2805,0.00035650623885917997
134226,BD,1,1020,0.0009803921568627449
134238,CN,42,71655,0.0005861419300816412
134243,HK,1,14280,7.002801120448179e-05
134246,IN,2,1020,0.0019607843137254897
134256,Unknown,1,1020,0.0009803921568627449
134264,Unknown,5,2040,0.0024509803921568627
134269,Unknown,1,4080,0.00024509803921568627
134273,Unknown,1,510,0.0019607843137254897
134278,Unknown,1,1020,0.0009803921568627449
13428,US,1,19635,5.0929462694168576e-05
134286,Unknown,1,510,0.0019607843137254897
134289,Unknown,1,765,0.00130718954248366
134304,Unknown,1,510,0.0019607843137254897
134307,Unknown,1,1785,0.0005602240896358543
134312,Unknown,1,3570,0.00028011204481792715
134316,Unknown,11,16065,0.0006847183317771553
134319,Unknown,35,4335,0.008073817762399077
134326,Unknown,9,7650,0.001176470588235294
134331,Unknown,1,4080,0.00024509803921568627
134333,Unknown,1,255,0.0039215686274509795
134335,Unknown,1,1020,0.0009803921568627449
134341,Unknown,6,7140,0.0008403361344537817
134343,Unknown,2,3060,0.00065359477124183
134366,HK,2,3570,0.0005602240896358543
134371,BD,10,5865,0.0017050298380221654
134375,IN,7,8160,0.000857843137254902
134382,BD,6,4590,0.00130718954248366
134383,BD,1,1020,0.0009803921568627449
134390,NL,23,1530,0.01503267973856209
134398,KE,7,510,0.013725490196078431
134418,Unknown,4,17595,0.00022733731173628878
134419,Unknown,2,160140,1.2489072061945795e-05
134420,Unknown,6,78030,7.689350249903884e-05
134426,IN,1,13515,7.399186089530153e-05
134431,PH,1,1530,0.00065359477124183
134437,BD,1,2040,0.0004901960784313724
13445,US,770,90270,0.008529965658579816
134450,IN,765,1275,0.6
134451,ID,1,3570,0.00028011204481792715
13446,US,2,55845,3.581341212284e-05
134512,NL,4,3315,0.001206636500754148
134520,HK,4,7905,0.0005060088551549652
134522,TW,26,2805,0.00926916221033868
134540,IN,13,66300,0.000196078431372549
134542,CN,2,66300,3.0165912518853693e-05
134543,Unknown,1,29325,3.410059676044331e-05
134548,HK,21,1128120,1.8615040953090102e-05
134552,BD,3,5100,0.000588235294117647
134562,BD,1,1020,0.0009803921568627449
134597,NR,2,8670,0.0002306805074971165
134623,Unknown,4,765,0.00522875816993464
134635,Unknown,1,510,0.0019607843137254897
134643,Unknown,3,1020,0.0029411764705882357
134655,Unknown,5,2550,0.0019607843137254897
134658,Unknown,2,1020,0.0019607843137254897
134674,IN,1,2040,0.0004901960784313724
134676,BD,1,510,0.0019607843137254897
134700,HK,2,7891,0.00025345330122924847
134702,BD,2,1020,0.0019607843137254897
134705,HK,294,256785,0.0011449266896430867
134708,KH,8,3060,0.00261437908496732
134710,PH,1,1020,0.0009803921568627449
134722,MY,1,510,0.0019607843137254897
134723,BD,1,510,0.0019607843137254897
134732,BD,3,4080,0.0007352941176470588
134739,MM,4,2550,0.001568627450980392
134749,BD,1,2040,0.0004901960784313724
134761,Unknown,3,6120,0.0004901960784313724
134762,Unknown,27,208335,0.00012959896320829432
134763,Unknown,18,115005,0.00015651493413329856
134764,Unknown,51,175950,0.0002898550724637681
134765,Unknown,1023,36210,0.02825186412593206
134766,Unknown,1,23205,4.309416074121957e-05
134768,Unknown,19,86190,0.00022044320686854624
134769,Unknown,1,9435,0.00010598834128245892
134771,Unknown,282,48960,0.005759803921568628
134772,Unknown,59,1814835,3.250984249256819e-05
134774,Unknown,182,3027360,6.011838697743248e-05
134781,BD,2,1020,0.0019607843137254897
134783,KI,1,3825,0.00026143790849673205
134788,PH,2,1020,0.0019607843137254897
134790,BD,1,255,0.0039215686274509795
134806,BD,3,765,0.0039215686274509795
134809,MY,5,4335,0.0011534025374855825
134810,CN,8,224655,3.561015779751174e-05
134812,BD,1,510,0.0019607843137254897
134823,TW,4,28050,0.00014260249554367202
134835,HK,7,11475,0.0006100217864923747
134841,BD,2,1020,0.0019607843137254897
134848,IN,8,3570,0.002240896358543417
134852,Unknown,3,2805,0.0010695187165775401
134855,Unknown,4,6630,0.0006033182503770738
134858,Unknown,1,2295,0.00043572984749455336
134859,Unknown,1,510,0.0019607843137254897
134861,Unknown,1,1020,0.0009803921568627449
134863,Unknown,5,4080,0.0012254901960784314
134867,Unknown,5,1020,0.004901960784313725
134874,Unknown,2,2040,0.0009803921568627449
134877,Unknown,6,3825,0.001568627450980392
134881,Unknown,2,1020,0.0019607843137254897
134884,Unknown,6,6120,0.0009803921568627449
134887,Unknown,1,1020,0.0009803921568627449
13489,CO,233,2321265,0.00010037630343799609
134892,Unknown,1,1020,0.0009803921568627449
134894,Unknown,2,255,0.007843137254901959
134899,Unknown,4,5100,0.000784313725490196
13490,US,4,233070,1.716222594070451e-05
134903,Unknown,1,1020,0.0009803921568627449
134913,Unknown,4,4080,0.0009803921568627449
134918,Unknown,1,765,0.00130718954248366
134922,Unknown,3,2040,0.0014705882352941176
134926,Unknown,2,3060,0.00065359477124183
134928,Unknown,4,2550,0.001568627450980392
134929,Unknown,1,2040,0.0004901960784313724
134930,Unknown,1,1020,0.0009803921568627449
134937,Unknown,1,4845,0.0002063983488132095
134939,Unknown,1,2040,0.0004901960784313724
134941,Unknown,1,255,0.0039215686274509795
134945,Unknown,2,1020,0.0019607843137254897
134946,Unknown,1,765,0.00130718954248366
134963,SG,2,18615,0.00010744023636852
134970,BD,1,2040,0.0004901960784313724
135000,BD,1,1785,0.0005602240896358543
135003,PK,4,3315,0.001206636500754148
135005,KH,3,1785,0.0016806722689075633
135010,HK,1,1275,0.000784313725490196
135019,BD,1,3315,0.00030165912518853697
135026,HK,6,7648,0.0007845188284518827
135031,IN,2,9435,0.00021197668256491787
135036,IN,3,2040,0.0014705882352941176
135037,BD,2,1275,0.001568627450980392
135061,CN,1,20145,4.9640109208240255e-05
135065,TL,1,1275,0.000784313725490196
135071,BD,1,2040,0.0004901960784313724
135076,BD,1,2040,0.0004901960784313724
135092,BD,1,2040,0.0004901960784313724
135115,BD,4,2040,0.0019607843137254897
135130,BD,1,1020,0.0009803921568627449
135131,BD,1,510,0.0019607843137254897
135139,IN,1,3060,0.000326797385620915
135155,BD,1,2040,0.0004901960784313724
135161,SG,13,14790,0.000878972278566599
135181,Unknown,1,1275,0.000784313725490196
135192,Unknown,1,1020,0.0009803921568627449
135202,Unknown,1,1020,0.0009803921568627449
135208,Unknown,1,1020,0.0009803921568627449
135214,Unknown,1,3060,0.000326797385620915
135216,Unknown,4,1020,0.0039215686274509795
135223,Unknown,3,4080,0.0007352941176470588
135224,Unknown,2,1020,0.0019607843137254897
135225,Unknown,1,3060,0.000326797385620915
135226,Unknown,1,510,0.0019607843137254897
135234,Unknown,4,1020,0.0039215686274509795
135239,Unknown,3,1785,0.0016806722689075633
135247,Unknown,1,3315,0.00030165912518853697
13525,US,1,2040,0.0004901960784313724
135250,Unknown,1,1020,0.0009803921568627449
135253,Unknown,3,2805,0.0010695187165775401
135255,Unknown,1,510,0.0019607843137254897
135257,Unknown,2,2550,0.000784313725490196
135259,Unknown,6,2040,0.0029411764705882357
135261,Unknown,3,2040,0.0014705882352941176
135266,Unknown,1,3060,0.000326797385620915
135269,Unknown,2,1530,0.00130718954248366
135298,AF,1,765,0.00130718954248366
135300,MM,6,510,0.011764705882352941
135307,MM,2,2040,0.0009803921568627449
135310,BD,3,2295,0.00130718954248366
135311,BD,2,2040,0.0009803921568627449
135327,NP,1,2040,0.0004901960784313724
135330,HK,3,5865,0.0005115089514066496
135343,HK,1,2295,0.00043572984749455336
135345,PH,2,4845,0.000412796697626419
13535,US,1,1275,0.000784313725490196
135352,AU,1,3315,0.00030165912518853697
135357,CN,8,30090,0.0002658690594882021
13536,US,1,178199,5.611703769381422e-06
13537,US,765,765,1.0
135371,MM,1,2040,0.0004901960784313724
135373,HK,2,13801,0.00014491703499746396
135375,KH,6,1275,0.004705882352941176
135376,AF,15,1275,0.011764705882352941
135377,HK,25,48195,0.0005187260089220873
135386,HK,11,19125,0.0005751633986928106
135391,HK,14,24077,0.000581467790837729
135405,MM,2,1020,0.0019607843137254897
135407,PK,4,3825,0.0010457516339869284
135420,BD,1,1275,0.000784313725490196
135422,IN,1,1530,0.00065359477124183
135423,PH,1,2040,0.0004901960784313724
135437,BD,1,2040,0.0004901960784313724
135438,BD,1,1020,0.0009803921568627449
135440,Unknown,1,255,0.0039215686274509795
135448,Unknown,1,510,0.0019607843137254897
135449,Unknown,4,765,0.00522875816993464
135450,Unknown,3,1020,0.0029411764705882357
135459,Unknown,2,765,0.00261437908496732
135474,Unknown,1,1020,0.0009803921568627449
135478,Unknown,6,29580,0.00020283975659229209
135480,Unknown,4,1020,0.0039215686274509795
135481,Unknown,1,255,0.0039215686274509795
135487,Unknown,1,255,0.0039215686274509795
135497,AU,1,255,0.0039215686274509795
135509,HK,1,2040,0.0004901960784313724
135523,PK,3,3570,0.0008403361344537817
135524,BD,6,1020,0.005882352941176471
135528,TH,1,255,0.0039215686274509795
135544,HK,20,13260,0.0015082956259426848
135549,PH,1,765,0.00130718954248366
135578,BD,1,1020,0.0009803921568627449
135597,BD,1,1020,0.0009803921568627449
135607,PH,1,10710,9.337068160597572e-05
135615,BD,3,2040,0.0014705882352941176
135629,CN,12,119085,0.00010076835873535709
135637,BD,1,2040,0.0004901960784313724
135647,FJ,3,255,0.011764705882352941
135654,BD,6,2805,0.0021390374331550803
135661,PK,2,1020,0.0019607843137254897
135682,Unknown,1,765,0.00130718954248366
135685,Unknown,1,765,0.00130718954248366
135686,Unknown,1,1020,0.0009803921568627449
135699,Unknown,7,2040,0.003431372549019608
135705,Unknown,1,1020,0.0009803921568627449
135706,Unknown,1,2040,0.0004901960784313724
135712,Unknown,2,510,0.0039215686274509795
135716,Unknown,2,1020,0.0019607843137254897
135718,Unknown,4,5865,0.0006820119352088661
135719,Unknown,3,1020,0.0029411764705882357
135724,Unknown,27,3825,0.007058823529411766
135725,Unknown,1,1020,0.0009803921568627449
135728,Unknown,1,255,0.0039215686274509795
135735,Unknown,4,1275,0.003137254901960784
135739,Unknown,5,7650,0.00065359477124183
135743,Unknown,2,1275,0.001568627450980392
135744,Unknown,1,2550,0.000392156862745098
135747,Unknown,2,1020,0.0019607843137254897
135754,Unknown,3,3570,0.0008403361344537817
135758,Unknown,6,1020,0.005882352941176471
13576,US,4,126735,3.156192054286503e-05
135760,Unknown,8,1020,0.007843137254901959
135766,Unknown,1,1020,0.0009803921568627449
135771,Unknown,1,1020,0.0009803921568627449
135772,Unknown,2,4080,0.0004901960784313724
135775,Unknown,1,765,0.00130718954248366
135777,Unknown,9,8160,0.0011029411764705882
135778,IN,3,1020,0.0029411764705882357
135779,Unknown,2,1020,0.0019607843137254897
135782,Unknown,3,1020,0.0029411764705882357
135796,Unknown,5,1020,0.004901960784313725
135801,Unknown,1,1020,0.0009803921568627449
135802,Unknown,2,1020,0.0019607843137254897
135808,Unknown,1,1020,0.0009803921568627449
135809,Unknown,1,510,0.0019607843137254897
135810,Unknown,1,1020,0.0009803921568627449
135815,Unknown,1,1020,0.0009803921568627449
135817,IN,5,3060,0.0016339869281045752
135818,IN,2,1020,0.0019607843137254897
135821,Unknown,1,1020,0.0009803921568627449
135822,Unknown,2,765,0.00261437908496732
135824,Unknown,3,765,0.0039215686274509795
135825,Unknown,1,1020,0.0009803921568627449
135826,Unknown,1,1020,0.0009803921568627449
135827,Unknown,2,510,0.0039215686274509795
135831,Unknown,1,255,0.0039215686274509795
